Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,830914,650137600,496900,0,3475200
2,85826,457928100,0,0,0
3,44186,436570200,496600,0,0
4,263587,418193800,0,0,0
5,195961,415710200,0,0,0
6,56426,431604000,497200,0,0
7,58566,416703100,0,0,0
8,66398,420180700,0,0,0
9,150745,446503500,0,0,0
10,82794,424153700,0,0,0
