Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,76043,1197495500,0,0,0
2,343792,1321135100,0,0,497000
3,59380,1625094200,0,0,0
4,60612,1206951300,0,0,0
5,310235,1213854300,0,0,4469900
6,310232,1216835100,0,0,0
7,113910,1250607600,0,0,0
8,34886,1210031700,0,0,0
9,199383,1253091000,0,0,3476500
10,41347,1241171400,0,0,0
