Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,222237,999790500,0,0,3974100
2,66940,972970700,0,0,0
3,22316,925787700,0,0,0
4,83298,917840600,0,0,2980100
5,210434,922310700,496800,0,2980500
6,164391,926284100,0,0,496300
7,140001,920324100,0,0,0
8,152395,929760900,0,0,2980200
9,160500,915964500,0,0,2980000
10,34000,925787900,496300,0,0
