Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,88579,4548346900,496700,0,496600
2,83005,9366147800,498700,0,496300
3,145458,5843044700,496400,0,67050200
4,121345,4512717800,1490600,0,67049300
5,14351,4557417500,496700,0,497500
6,238939,4653274100,993300,0,69036500
7,82322,4967665300,496400,0,62580100
8,116578,4862868200,496500,0,496500
9,26164,4656764200,483300,0,496400
10,13709,4372688300,1489700,0,0
