Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,326724,22555609900,496600,0,64070300
2,173434,3979793600,496800,0,496800
3,262738,3889428400,496700,0,86917100
4,170179,3862580800,496000,0,496400
5,322942,3838243400,496500,0,63076900
6,23719,3845804900,497100,0,0
7,122591,3903804200,1489600,0,0
8,182627,3975820400,496700,0,66057200
9,34553,4035967600,496000,0,496600
10,144038,4007607300,993100,0,64070700
