Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,308578,9207950900,495900,0,39733900
2,33166,3286942800,0,0,496700
3,230241,3318233200,521100,0,48152400
4,372142,3254163500,496900,0,40726300
5,93387,3090262800,496900,0,46190400
6,127987,3072880000,496700,0,39733800
7,110370,3073873500,496400,0,39236800
8,820219,3071425700,497000,0,39237200
9,19449,3103671900,496700,0,496700
10,46076,3106157000,496700,0,496600
