Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,18499,2291464600,0,0,0
2,348889,2152058900,0,0,10926500
3,34986,2247419000,0,0,0
4,128666,2141628300,496600,0,0
5,229476,2173029200,0,0,11919000
6,758612,2225069300,0,0,10926400
7,60279,2214638500,496700,0,0
8,64494,2234505400,496800,0,13409700
9,143217,2365624900,496700,0,0
10,51582,2298576400,497000,0,11423000
