Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,37575,1495896800,496600,0,0
2,137050,1567480700,496700,0,0
3,35306,1448282400,496900,0,0
4,308142,1535197700,496500,0,41720100
5,67308,1434374800,496600,0,0
6,71973,1433877900,0,0,0
7,75373,1475598400,496900,0,496800
8,176318,1527748000,496200,0,0
9,54452,1474604800,0,0,0
10,178793,1522284900,496700,0,0
