Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,106734,2509162400,0,0,496400
2,86876,2435655900,496400,0,0
3,686,2406849100,496700,0,0
4,5051,2500222400,0,0,496800
5,61735,2502208700,0,0,0
6,94716,2866266000,496700,0,496600
7,137990,3501503600,496600,0,496800
8,86078,3981283800,0,0,0
9,123279,2711802600,496600,0,0
10,51821,2759225600,0,0,0
