Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,174497,1989865800,0,0,12416300
2,156796,1959849100,496600,0,10429400
3,90945,1992132000,496600,0,10430100
4,45746,1924585200,0,0,0
5,296696,2166959400,0,0,11919700
6,21669,1967298200,496900,0,0
7,135808,1964318600,496600,0,9933700
8,133023,1920611500,496600,0,9933400
9,18927,1923095000,0,0,0
10,176734,1908196000,495700,0,10430700
