Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,169052,1367361700,505300,0,0
2,141620,1351928500,0,0,0
3,169323,1353913700,496600,0,0
4,175176,1360868900,0,0,0
5,3056,1357887600,0,0,0
6,75761,1480069100,496400,0,0
7,54748,1351430800,0,0,0
8,119291,1348543100,496700,0,0
9,256290,1341995100,496100,0,3476500
10,79849,1366331500,0,0,0
