Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,206393,11756270600,497800,0,0
2,703909,15813425100,496900,0,52150400
3,153144,6918138700,497000,0,700900
4,203465,4535603100,956500,0,0
5,120478,4588427600,496800,0,496500
6,89513,5131564200,496700,0,0
7,56387,4773133600,496800,0,0
8,579966,4542021700,496500,0,43209600
9,77404,4603634300,496200,0,497300
10,68453,4527121100,495900,0,496300
