Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,154610,3714902900,496900,0,0
2,57684,4246504000,496800,0,0
3,144120,4147170100,496900,0,0
4,569421,4550464900,496500,0,30296300
5,3329,4005666400,993400,0,0
6,237949,4068696800,496800,0,31290100
7,142078,4186408300,496100,0,23343300
8,82329,3624179700,496700,0,0
9,245355,3578487100,994100,0,496000
10,124200,3564604000,472400,0,24833300
