Iteration,RangeWidth,BuildIndex(ns),GenToken(ns),SearchTokens(ns),LocalSearch(ns)
1,8116,1216457900,496700,0,0
2,138342,1208888200,496300,0,0
3,4452,1135878000,496400,0,0
4,197160,1135381800,496000,0,23343400
5,91392,1139851000,496600,0,0
6,102438,1179585300,0,0,23839500
7,198963,1113527600,0,0,24834000
8,181820,1116506900,0,0,0
9,207460,1104588000,0,0,23343200
10,107208,1121474400,0,0,22350400
